mitigation,tRH,trace,ipc_0,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0
PRAC-RFM,256,523.xalancbmk,2.042881992473451,0,543,0,0,0,0,0,1153386.638125,100000001
PRAC-RFM,128,523.xalancbmk,2.0320850167464126,0,790,0,0,0,0,0,1160272.8910625002,100000001
PRAC-RFM,64,523.xalancbmk,1.9645952629286574,0,2417,0,0,0,0,0,1208701.1385625,100000001
PRAC-RFM,32,523.xalancbmk,1.7301273508667436,0,9526,0,0,0,0,0,1411360.7519375002,100000001
PRAC-RFM,20,523.xalancbmk,0.2678677102860415,0,114933,0,0,0,0,0,8430421.1028125,100000001
RFM,1024,523.xalancbmk,2.091596642451974,0,507,0,0,0,0,0,1118088.9730625,100000001
RFM,512,523.xalancbmk,2.0825243802168014,0,726,0,0,0,0,0,1123975.8876250002,100000001
RFM,256,523.xalancbmk,2.0369209227382052,0,2001,0,0,0,0,0,1155459.2741875001,100000001
RFM,128,523.xalancbmk,1.9447387893005452,0,4767,0,0,0,0,0,1223627.152125,100000001
RFM,64,523.xalancbmk,1.7291927364083983,0,11543,0,0,0,0,0,1406609.420375,100000001
RFM,32,523.xalancbmk,1.4956542718607668,0,25131,0,0,0,0,0,1697900.3278125003,100000001
RFM,20,523.xalancbmk,1.2141034062544875,0,41421,0,0,0,0,0,2160865.178,100000001
Dummy,0,523.xalancbmk,2.1132167930912686,0,0,0,0,0,0,0,1104214.688375,100000001
Chronus,1024,450.soplex,0.4301118871987876,0,0,0,0,0,0,0,6790199.83635655,100000000
Chronus,512,450.soplex,0.42992854901363237,0,0,0,0,0,0,0,6792967.999258444,100000000
Chronus,256,450.soplex,0.4296266499301309,0,0,0,0,0,0,0,6793875.889792419,100000000
Chronus,128,450.soplex,0.42902991261334256,0,0,0,0,0,0,0,6800372.398073595,100000000
Chronus,64,450.soplex,0.4269488090128484,0,0,0,0,0,0,0,6821657.592599838,100000000
Chronus,32,450.soplex,0.4102616616056788,0,0,0,0,0,0,0,6999284.414660632,100000000
Chronus,20,450.soplex,0.3758117345560543,0,0,0,0,0,0,0,7403395.507174838,100000000
Chronus+PB,1024,450.soplex,0.4300122102827134,0,0,0,0,0,0,0,6791174.240724632,100000000
Chronus+PB,512,450.soplex,0.42985886323582895,0,0,0,0,0,0,0,6792163.600773226,100000000
Chronus+PB,256,450.soplex,0.4294032483007408,0,0,0,0,0,0,0,6796969.198192151,100000000
Chronus+PB,128,450.soplex,0.428490951237357,0,0,0,0,0,0,0,6806707.016408475,100000000
Chronus+PB,64,450.soplex,0.418067060673968,0,0,0,0,0,0,0,6911930.7028714195,100000000
Chronus+PB,32,450.soplex,0.2832640741341512,0,0,0,0,0,0,0,8988035.255263062,100000000
Chronus+PB,20,450.soplex,0.07391249123947578,0,0,0,0,0,0,0,27433862.16819328,100000000
Graphene,1024,450.soplex,0.42909759539886544,687,0,0,0,0,0,0,6213564.3736875,100000000
Graphene,512,450.soplex,0.42663194997525367,2465,0,0,0,0,0,0,6245385.029312501,100000000
Graphene,256,450.soplex,0.4201713438572025,7269,0,0,0,0,0,0,6330687.114062501,100000000
Graphene,128,450.soplex,0.40658379513120785,17290,0,0,0,0,0,0,6518095.925500001,100000000
Graphene,64,450.soplex,0.3814180844418675,38080,0,0,0,0,0,0,6901161.961312501,100000000
Graphene,32,450.soplex,0.3401509782566957,79912,0,0,0,0,0,0,7653043.667187501,100000000
Graphene,20,450.soplex,0.3016834318635947,131505,0,0,0,0,0,0,8539606.494250001,100000000
Hydra,1024,450.soplex,0.44250172616604616,676,0,0,0,0,0,0,5951958.273312501,100000000
Hydra,512,450.soplex,0.4392504137222778,2441,0,0,0,0,0,0,5991638.451375,100000000
Hydra,256,450.soplex,0.4304721914469282,7179,0,0,0,0,0,0,6102109.5693125,100000000
Hydra,128,450.soplex,0.41543862144669896,16995,0,0,0,0,0,0,6300502.711875,100000000
Hydra,64,450.soplex,0.389860410635916,37149,0,0,0,0,0,0,6672433.150625,100000000
Hydra,32,450.soplex,0.346520575809637,78217,0,0,0,0,0,0,7428481.588437501,100000000
Hydra,20,450.soplex,0.306710438867397,128916,0,0,0,0,0,0,8312360.846125001,100000000
PARA,1024,450.soplex,0.3736007758970802,44911,0,0,0,0,0,0,7031258.5970625,100000000
PARA,512,450.soplex,0.3319942775739947,89122,0,0,0,0,0,0,7823228.885875001,100000000
PARA,256,450.soplex,0.2743869669022395,176086,0,0,0,0,0,0,9319251.6600625,100000000
PARA,128,450.soplex,0.20775811344463915,344784,0,0,0,0,0,0,12087037.7470625,100000000
PARA,64,450.soplex,0.1444950846413481,662242,0,0,0,0,0,0,17082775.9235,100000000
PARA,32,450.soplex,0.09498523621677026,1215545,0,0,0,0,0,0,25618811.175875004,100000000
PARA,20,450.soplex,0.07168219655720502,1733594,0,0,0,0,0,0,33691780.71268749,100000000
PRAC-4,1024,450.soplex,0.3539735098118767,0,0,0,0,0,0,0,7480313.694,100000000
PRAC-4,512,450.soplex,0.35376573864857014,0,0,0,0,0,0,0,7483125.8949375,100000000
PRAC-4,256,450.soplex,0.35335139041387004,0,0,0,0,0,0,0,7489812.327500001,100000000
PRAC-4,128,450.soplex,0.35277228445676034,0,0,0,0,0,0,0,7496999.35675,100000000
PRAC-4,64,450.soplex,0.3422042343859189,0,0,0,0,0,0,0,7658942.1850000005,100000000
PRAC-4,32,450.soplex,0.2290467385101538,0,0,0,0,0,0,0,10313573.877,100000000
PRAC-4,20,450.soplex,0.05432784445339658,0,0,0,0,0,0,0,36232233.830875,100000000
PRAC-2,1024,450.soplex,0.3539111528417975,0,0,0,0,0,0,0,7481187.9765625,100000000
PRAC-2,512,450.soplex,0.3538634290776777,0,0,0,0,0,0,0,7481065.918500001,100000000
PRAC-2,256,450.soplex,0.353491202127146,0,0,0,0,0,0,0,7486953.8965,100000000
PRAC-2,128,450.soplex,0.3528342407142099,0,0,0,0,0,0,0,7496577.882875,100000000
PRAC-2,64,450.soplex,0.3445676978030753,0,0,0,0,0,0,0,7622610.954375001,100000000
PRAC-2,32,450.soplex,0.23119736560774573,0,0,0,0,0,0,0,10245260.046625,100000000
PRAC-2,20,450.soplex,0.06932612030731379,0,0,0,0,0,0,0,28933747.734625,100000000
PRAC-1,1024,450.soplex,0.3539257692301417,0,0,0,0,0,0,0,7480807.7809375,100000000
PRAC-1,512,450.soplex,0.3538700583130084,0,0,0,0,0,0,0,7481130.1004375,100000000
PRAC-1,256,450.soplex,0.35347573199813576,0,0,0,0,0,0,0,7487379.307375,100000000
PRAC-1,128,450.soplex,0.3526448419569949,0,0,0,0,0,0,0,7499883.09825,100000000
PRAC-1,64,450.soplex,0.3363369206939605,0,0,0,0,0,0,0,7755381.2390625,100000000
PRAC-1,32,450.soplex,0.09528011749037023,0,0,0,0,0,0,0,21885699.864750005,100000000
PRAC-1,20,450.soplex,0.09528011749037023,0,0,0,0,0,0,0,21885699.864750005,100000000
PRAC-RFM,1024,450.soplex,0.3431011332482898,0,7845,0,0,0,0,0,7735762.4200625,100000000
PRAC-RFM,512,450.soplex,0.3431011332482898,0,7845,0,0,0,0,0,7735762.4200625,100000000
PRAC-RFM,256,450.soplex,0.3431011332482898,0,7845,0,0,0,0,0,7735762.4200625,100000000
PRAC-RFM,128,450.soplex,0.33750619353396927,0,11629,0,0,0,0,0,7871908.1173125,100000000
PRAC-RFM,64,450.soplex,0.30700194344817283,0,36577,0,0,0,0,0,8718517.021375,100000000
PRAC-RFM,32,450.soplex,0.22014535722423545,0,150792,0,0,0,0,0,12492656.760750001,100000000
RFM,1024,450.soplex,0.41742249880303056,0,7339,0,0,0,0,0,6403814.391562501,100000000
RFM,512,450.soplex,0.41091728494342894,0,10848,0,0,0,0,0,6511162.3939375,100000000
RFM,256,450.soplex,0.3809350364359791,0,30557,0,0,0,0,0,7067860.151562501,100000000
RFM,128,450.soplex,0.328397630787115,0,74594,0,0,0,0,0,8305275.805187501,100000000
RFM,64,450.soplex,0.24757402522152955,0,183048,0,0,0,0,0,11321932.379250001,100000000
RFM,32,450.soplex,0.17101876444049313,0,417580,0,0,0,0,0,17393690.628562503,100000000
RFM,20,450.soplex,0.12052970321651774,0,725990,0,0,0,0,0,25918377.4848125,100000000
Dummy,0,450.soplex,0.43007357974049293,0,0,0,0,0,0,0,6201437.159750001,100000000
Chronus,1024,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1288166.6559876127,100000000
Chronus,512,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1288166.6559876127,100000000
Chronus,256,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1288166.6559876127,100000000
Chronus,128,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1288166.6559876127,100000000
Chronus,64,500.perlbench,2.0816422158706693,0,0,0,0,0,0,0,1288260.0371809562,100000000
Chronus,32,500.perlbench,2.081125952406481,0,0,0,0,0,0,0,1288557.1702892939,100000000
Chronus,20,500.perlbench,2.0795700048146206,0,0,0,0,0,0,0,1289227.6799239065,100000000
Chronus+PB,1024,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1288166.6559876127,100000000
Chronus+PB,512,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1288166.6559876127,100000000
Chronus+PB,256,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1288166.6559876127,100000000
Chronus+PB,128,500.perlbench,2.0816422158706693,0,0,0,0,0,0,0,1288090.1267220564,100000000
Chronus+PB,64,500.perlbench,2.0799143008750782,0,0,0,0,0,0,0,1288999.9148248876,100000000
Chronus+PB,32,500.perlbench,2.0713364975622026,0,0,0,0,0,0,0,1292992.5476484315,100000000
Chronus+PB,20,500.perlbench,0.5310766202455957,0,0,0,0,0,0,0,3854577.910859175,100000000
Graphene,1024,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1159267.2010000001,100000000
Graphene,512,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1159267.2010000001,100000000
Graphene,256,500.perlbench,2.0811955985876507,50,0,0,0,0,0,0,1159557.4600625,100000000
Graphene,128,500.perlbench,2.079233085688356,159,0,0,0,0,0,0,1160567.0351250002,100000000
Graphene,64,500.perlbench,2.074203725634951,454,0,0,0,0,0,0,1163397.5151875003,100000000
Graphene,32,500.perlbench,2.0579695446849398,1303,0,0,0,0,0,0,1172895.3286875002,100000000
Graphene,20,500.perlbench,2.0194770075575494,3473,0,0,0,0,0,0,1195651.888125,100000000
Hydra,1024,500.perlbench,2.0810222280851556,0,0,0,0,0,0,0,1159076.0025625,100000000
Hydra,512,500.perlbench,2.082081178387989,0,0,0,0,0,0,0,1158286.7861875,100000000
Hydra,256,500.perlbench,2.0793793934167515,51,0,0,0,0,0,0,1159819.956625,100000000
Hydra,128,500.perlbench,2.076944522174093,167,0,0,0,0,0,0,1161302.2766875,100000000
Hydra,64,500.perlbench,2.067847567541278,517,0,0,0,0,0,0,1166524.1103125,100000000
Hydra,32,500.perlbench,2.0278276352999045,1832,0,0,0,0,0,0,1190587.609125,100000000
Hydra,20,500.perlbench,1.9585212232508353,5352,0,0,0,0,0,0,1234887.3355,100000000
PARA,1024,500.perlbench,2.0277373790533226,2998,0,0,0,0,0,0,1190701.9336249998,100000000
PARA,512,500.perlbench,1.984121630147982,5914,0,0,0,0,0,0,1217513.374125,100000000
PARA,256,500.perlbench,1.8969207210059083,11947,0,0,0,0,0,0,1274851.23475,100000000
PARA,128,500.perlbench,1.7502502157708466,24088,0,0,0,0,0,0,1384538.5671875002,100000000
PARA,64,500.perlbench,1.543613431406504,47295,0,0,0,0,0,0,1575726.82575,100000000
PARA,32,500.perlbench,1.2896930939269164,89380,0,0,0,0,0,0,1894882.1173750001,100000000
PARA,20,500.perlbench,1.1335453977620435,128323,0,0,0,0,0,0,2162046.172875,100000000
PRAC-4,1024,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212892.7189375001,100000000
PRAC-4,512,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212892.7189375001,100000000
PRAC-4,256,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212892.7189375001,100000000
PRAC-4,128,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212852.2274375,100000000
PRAC-4,64,500.perlbench,2.0016724373548587,0,0,0,0,0,0,0,1213558.8348750002,100000000
PRAC-4,32,500.perlbench,1.9922254199875156,0,0,0,0,0,0,0,1218085.2648749999,100000000
PRAC-4,20,500.perlbench,0.4502950073968835,0,0,0,0,0,0,0,4375345.3845,100000000
PRAC-2,1024,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212892.7189375001,100000000
PRAC-2,512,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212892.7189375001,100000000
PRAC-2,256,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212892.7189375001,100000000
PRAC-2,128,500.perlbench,2.0023374486440493,0,0,0,0,0,0,0,1213311.4870625,100000000
PRAC-2,64,500.perlbench,2.0016724373548587,0,0,0,0,0,0,0,1213494.4105,100000000
PRAC-2,32,500.perlbench,1.9750965995058112,0,0,0,0,0,0,0,1225963.067125,100000000
PRAC-2,20,500.perlbench,0.4616131207140837,0,0,0,0,0,0,0,4293751.704812501,100000000
PRAC-1,1024,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212892.7189375001,100000000
PRAC-1,512,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212892.7189375001,100000000
PRAC-1,256,500.perlbench,2.0030029019506044,0,0,0,0,0,0,0,1212892.7189375001,100000000
PRAC-1,128,500.perlbench,2.0027470078509086,0,0,0,0,0,0,0,1213080.71325,100000000
PRAC-1,64,500.perlbench,2.0010078676427745,0,0,0,0,0,0,0,1213852.4614375,100000000
PRAC-1,32,500.perlbench,0.5529143604493502,0,0,0,0,0,0,0,3657761.87225,100000000
PRAC-1,20,500.perlbench,0.5529143604493502,0,0,0,0,0,0,0,3657761.87225,100000000
PRAC-RFM,1024,500.perlbench,1.995955395985575,0,212,0,0,0,0,0,1218401.9599375,100000000
PRAC-RFM,512,500.perlbench,1.995955395985575,0,212,0,0,0,0,0,1218401.9599375,100000000
PRAC-RFM,256,500.perlbench,1.995955395985575,0,212,0,0,0,0,0,1218401.9599375,100000000
PRAC-RFM,128,500.perlbench,1.9927802766246057,0,298,0,0,0,0,0,1220861.935875,100000000
PRAC-RFM,64,500.perlbench,1.9736575142115182,0,899,0,0,0,0,0,1236105.8763125003,100000000
PRAC-RFM,32,500.perlbench,1.8594823409424839,0,4781,0,0,0,0,0,1334796.0028750002,100000000
PRAC-RFM,20,500.perlbench,0.1845772778696628,0,187633,0,0,0,0,0,12421241.813812498,100000000
RFM,1024,500.perlbench,2.075988486069619,0,198,0,0,0,0,0,1163423.8077500002,100000000
RFM,512,500.perlbench,2.07347430857511,0,270,0,0,0,0,0,1165179.9115,100000000
RFM,256,500.perlbench,2.0617681406061545,0,724,0,0,0,0,0,1174174.0056875001,100000000
RFM,128,500.perlbench,2.0305716367804427,0,1911,0,0,0,0,0,1198418.6066250002,100000000
RFM,64,500.perlbench,1.9280242332594668,0,6052,0,0,0,0,0,1283139.053125,100000000
RFM,32,500.perlbench,1.6993522341179899,0,18578,0,0,0,0,0,1522509.7045625001,100000000
RFM,20,500.perlbench,1.4641848596638112,0,37185,0,0,0,0,0,1872559.8399375002,100000000
Dummy,0,500.perlbench,2.0818448142911152,0,0,0,0,0,0,0,1159267.2010000001,100000000
Chronus,1024,tpch17,0.8153140134571815,0,0,0,0,0,0,0,3366139.389536,100000002
Chronus,512,tpch17,0.8153140134571815,0,0,0,0,0,0,0,3366139.389536,100000002
Chronus,256,tpch17,0.8152037352243103,0,0,0,0,0,0,0,3366823.285839044,100000002
Chronus,128,tpch17,0.8151886367662654,0,0,0,0,0,0,0,3367155.906109219,100000002
Chronus,64,tpch17,0.8142141099719894,0,0,0,0,0,0,0,3368953.918744063,100000002
Chronus,32,tpch17,0.804102844623114,0,0,0,0,0,0,0,3396507.0948164817,100000002
Chronus,20,tpch17,0.73357973493652,0,0,0,0,0,0,0,3605116.3288250063,100000002
Chronus+PB,1024,tpch17,0.8153140134571815,0,0,0,0,0,0,0,3366139.389536,100000002
Chronus+PB,512,tpch17,0.8153140134571815,0,0,0,0,0,0,0,3366139.389536,100000002
Chronus+PB,256,tpch17,0.8151326603924277,0,0,0,0,0,0,0,3366896.660824813,100000002
Chronus+PB,128,tpch17,0.8148020622574599,0,0,0,0,0,0,0,3368801.912577332,100000002
Chronus+PB,64,tpch17,0.8098119043448903,0,0,0,0,0,0,0,3381578.5832766006,100000002
Chronus+PB,32,tpch17,0.5225960056399396,0,0,0,0,0,0,0,4601573.603023188,100000002
Chronus+PB,20,tpch17,0.184157079134717,0,0,0,0,0,0,0,11020133.5199062,100000002
Graphene,1024,tpch17,0.8153140134571815,0,0,0,0,0,0,0,3105699.3545000004,100000002
Graphene,512,tpch17,0.8151723693352899,24,0,0,0,0,0,0,3106230.8456875,100000002
Graphene,256,tpch17,0.8145804322730635,157,0,0,0,0,0,0,3108686.608875,100000002
Graphene,128,tpch17,0.8047851785356329,1726,0,0,0,0,0,0,3143125.5769375004,100000002
Graphene,64,tpch17,0.7750816494245624,7215,0,0,0,0,0,0,3254110.9761875,100000002
Graphene,32,tpch17,0.691741267963379,21744,0,0,0,0,0,0,3615008.1015625,100000002
Graphene,20,tpch17,0.6405765111615971,35766,0,0,0,0,0,0,3883709.381875,100000002
Hydra,1024,tpch17,0.8123294285931131,6,0,0,0,0,0,0,3117420.664125,100000002
Hydra,512,tpch17,0.812744044173158,44,0,0,0,0,0,0,3114946.1298125,100000002
Hydra,256,tpch17,0.8099230047520855,313,0,0,0,0,0,0,3125192.3586250003,100000002
Hydra,128,tpch17,0.7873761899192906,2647,0,0,0,0,0,0,3209196.2076875,100000002
Hydra,64,tpch17,0.746276240219481,8843,0,0,0,0,0,0,3373668.6897500004,100000002
Hydra,32,tpch17,0.6554580630893448,23994,0,0,0,0,0,0,3809855.4860000005,100000002
Hydra,20,tpch17,0.6029318985901849,39468,0,0,0,0,0,0,4120138.6022500005,100000002
PARA,1024,tpch17,0.7340168782186456,14038,0,0,0,0,0,0,3421932.3965625,100000002
PARA,512,tpch17,0.6679385953908872,28023,0,0,0,0,0,0,3734833.2760000005,100000002
PARA,256,tpch17,0.566661977727782,56365,0,0,0,0,0,0,4355897.7515625,100000002
PARA,128,tpch17,0.4342877389599293,113140,0,0,0,0,0,0,5600716.763062499,100000002
PARA,64,tpch17,0.2962252327420871,225997,0,0,0,0,0,0,8082155.1178125,100000002
PARA,32,tpch17,0.18277801829638268,440534,0,0,0,0,0,0,12913881.432,100000002
PARA,20,tpch17,0.13042807361555447,659871,0,0,0,0,0,0,17968466.263125002,100000002
PRAC-4,1024,tpch17,0.663059116798113,0,0,0,0,0,0,0,3785704.62625,100000002
PRAC-4,512,tpch17,0.663059116798113,0,0,0,0,0,0,0,3785704.62625,100000002
PRAC-4,256,tpch17,0.6629861785285168,0,0,0,0,0,0,0,3786302.6278750002,100000002
PRAC-4,128,tpch17,0.6626945858476352,0,0,0,0,0,0,0,3787359.206875,100000002
PRAC-4,64,tpch17,0.6291257325492698,0,0,0,0,0,0,0,3934559.681375,100000002
PRAC-4,32,tpch17,0.3968811256120006,0,0,0,0,0,0,0,5633140.8166875,100000002
PRAC-4,20,tpch17,0.13584986010697916,0,0,0,0,0,0,0,14480117.367937502,100000002
PRAC-2,1024,tpch17,0.663059116798113,0,0,0,0,0,0,0,3785704.62625,100000002
PRAC-2,512,tpch17,0.663059116798113,0,0,0,0,0,0,0,3785704.62625,100000002
PRAC-2,256,tpch17,0.6629861785285168,0,0,0,0,0,0,0,3785879.3089375,100000002
PRAC-2,128,tpch17,0.6628306931859389,0,0,0,0,0,0,0,3786323.6969375,100000002
PRAC-2,64,tpch17,0.6371123626885906,0,0,0,0,0,0,0,3898017.4976875004,100000002
PRAC-2,32,tpch17,0.4291617552681106,0,0,0,0,0,0,0,5282537.1388125,100000002
PRAC-2,20,tpch17,0.15318617713896474,0,0,0,0,0,0,0,13010818.868937502,100000002
PRAC-1,1024,tpch17,0.663059116798113,0,0,0,0,0,0,0,3785704.62625,100000002
PRAC-1,512,tpch17,0.663059116798113,0,0,0,0,0,0,0,3785704.62625,100000002
PRAC-1,256,tpch17,0.6629132563039636,0,0,0,0,0,0,0,3786124.4501250004,100000002
PRAC-1,128,tpch17,0.6624750063090806,0,0,0,0,0,0,0,3788309.054125,100000002
PRAC-1,64,tpch17,0.6451198324257401,0,0,0,0,0,0,0,3862663.8213125006,100000002
PRAC-1,32,tpch17,0.18263643887311107,0,0,0,0,0,0,0,11164949.958437499,100000002
PRAC-1,20,tpch17,0.18263643887311107,0,0,0,0,0,0,0,11164949.958437499,100000002
PRAC-RFM,1024,tpch17,0.6517521744211835,0,2113,0,0,0,0,0,3859491.2792500006,100000002
PRAC-RFM,512,tpch17,0.6517521744211835,0,2113,0,0,0,0,0,3859491.2792500006,100000002
PRAC-RFM,256,tpch17,0.6517521744211835,0,2113,0,0,0,0,0,3859491.2792500006,100000002
PRAC-RFM,128,tpch17,0.6441346938179225,0,3390,0,0,0,0,0,3907981.192562501,100000002
PRAC-RFM,64,tpch17,0.5978571270480926,0,12165,0,0,0,0,0,4236207.2966249995,100000002
